experiment,method,param1,param2,param1_name,param2_name,l1_error,proportions,cost,success,features_used,target_mass_pct
experiment_2,Joint MD,12.0,302.0,reg_m1,reg_m2,0.04501342267988706,"[0.4824932886600565, 0.5175067113399435]",0.00025699468333616036,True,4968,90.0
experiment_2,Joint MD,32.0,32.0,reg_m1,reg_m2,0.10250469584480665,"[0.45374765207759665, 0.5462523479224033]",0.0007225122551006728,True,4968,90.0
experiment_2,Joint MD,22.0,152.0,reg_m1,reg_m2,0.13532400266737632,"[0.43733799866631184, 0.5626620013336882]",0.0002665177562368401,True,4968,90.0
experiment_2,Joint MD,22.0,212.0,reg_m1,reg_m2,0.09655936030711276,"[0.4567203198464437, 0.5432796801535564]",0.0002625370748736101,True,4968,90.0
experiment_2,Joint MD,22.0,182.0,reg_m1,reg_m2,0.10379751955386979,"[0.45310124022306514, 0.5468987597769349]",0.0002618504848630655,True,4968,90.0
experiment_2,Joint MD,32.0,2.0,reg_m1,reg_m2,0.10751613363009854,"[0.4512419331849507, 0.5487580668150492]",0.0005070164258710498,True,4968,90.0
experiment_2,Joint MD,32.0,62.0,reg_m1,reg_m2,0.1345540794014728,"[0.4377229602992636, 0.5622770397007364]",0.0002679449624622541,True,4968,90.0
experiment_2,Joint MD,22.0,242.0,reg_m1,reg_m2,0.11124169216340801,"[0.449379153918296, 0.550620846081704]",0.0002645006167155116,True,4968,90.0
experiment_2,Joint MD,22.0,272.0,reg_m1,reg_m2,0.11726415791933409,"[0.44636792104033296, 0.553632078959667]",0.0002656195401396577,True,4968,90.0
experiment_2,Joint MD,32.0,122.0,reg_m1,reg_m2,0.11541076215433366,"[0.4472946189228332, 0.5527053810771668]",0.00026485105758730637,True,4968,90.0
experiment_2,Joint MD,32.0,92.0,reg_m1,reg_m2,0.124871258733746,"[0.442564370633127, 0.557435629366873]",0.00026466920629051704,True,4968,90.0
experiment_2,Joint MD,22.0,302.0,reg_m1,reg_m2,0.11446797209550036,"[0.44776601395224985, 0.5522339860477502]",0.00026634135198994095,True,4968,90.0
experiment_2,Joint MD,42.0,32.0,reg_m1,reg_m2,0.09991684200262779,"[0.4550415789986861, 0.5449584210013139]",0.0006940132416653875,True,4968,90.0
experiment_2,Joint MD,32.0,152.0,reg_m1,reg_m2,0.11306419329476253,"[0.4484679033526187, 0.5515320966473812]",0.0002644497763189467,True,4968,90.0
experiment_2,Joint MD,42.0,62.0,reg_m1,reg_m2,0.11764759524229812,"[0.446176202378851, 0.5538237976211491]",0.00033295622066105993,True,4968,90.0
experiment_2,Joint MD,32.0,182.0,reg_m1,reg_m2,0.12569987132100752,"[0.4421500643394963, 0.5578499356605038]",0.0002650647241337464,True,4968,90.0
experiment_2,Joint MD,32.0,212.0,reg_m1,reg_m2,0.10655377937443,"[0.451723110312785, 0.548276889687215]",0.0002653796942919271,True,4968,90.0
experiment_2,Joint MD,42.0,92.0,reg_m1,reg_m2,0.11437998814108874,"[0.44781000592945563, 0.5521899940705444]",0.00026596162450517955,True,4968,90.0
experiment_2,Joint MD,32.0,272.0,reg_m1,reg_m2,0.10691934599688696,"[0.4515403270015565, 0.5484596729984434]",0.00026473815871442597,True,4968,90.0
experiment_2,Joint MD,42.0,2.0,reg_m1,reg_m2,0.10670787012331506,"[0.4516460649383425, 0.5483539350616575]",0.0005267004494292405,True,4968,90.0
experiment_2,Joint MD,32.0,242.0,reg_m1,reg_m2,0.11264250770676487,"[0.4486787461466175, 0.5513212538533824]",0.00026532671814067104,True,4968,90.0
experiment_2,Joint MD,42.0,122.0,reg_m1,reg_m2,0.10860094060200282,"[0.45069952969899857, 0.5493004703010014]",0.0002657591701096641,True,4968,90.0
experiment_2,Joint MD,32.0,302.0,reg_m1,reg_m2,0.08964329721240605,"[0.4601783513937969, 0.539821648606203]",0.0002635981529701795,True,4968,90.0
experiment_2,Joint MD,52.0,62.0,reg_m1,reg_m2,0.10855658747537394,"[0.45072170626231306, 0.549278293737687]",0.0005436121639514202,True,4968,90.0
experiment_2,Joint MD,42.0,152.0,reg_m1,reg_m2,0.12227709914611157,"[0.4438614504269442, 0.5561385495730558]",0.0002655611717684091,True,4968,90.0
experiment_2,Joint MD,52.0,32.0,reg_m1,reg_m2,0.10496462305087378,"[0.45251768847456314, 0.5474823115254369]",0.0006956176840527926,True,4968,90.0
experiment_2,Joint MD,42.0,182.0,reg_m1,reg_m2,0.12779395182851477,"[0.4411030240857426, 0.5588969759142574]",0.00026745167172123233,True,4968,90.0
experiment_2,Joint MD,52.0,92.0,reg_m1,reg_m2,0.11401297078661332,"[0.44799351460669334, 0.5520064853933067]",0.0002712770333388327,True,4968,90.0
experiment_2,Joint MD,42.0,212.0,reg_m1,reg_m2,0.11298818535342908,"[0.4485059073232855, 0.5514940926767146]",0.0002667183482091817,True,4968,90.0
experiment_2,Joint MD,42.0,242.0,reg_m1,reg_m2,0.09349402161412196,"[0.45825298919293894, 0.5417470108070609]",0.0002636409979085667,True,4968,90.0
experiment_2,Joint MD,52.0,2.0,reg_m1,reg_m2,0.10559809817624038,"[0.4522009509118798, 0.5477990490881202]",0.0005556164742775825,True,4968,90.0
experiment_2,Joint MD,52.0,122.0,reg_m1,reg_m2,0.10381693787689161,"[0.4530915310615542, 0.5469084689384458]",0.00026514895178645503,True,4968,90.0
experiment_2,Joint MD,42.0,272.0,reg_m1,reg_m2,0.08174450552739254,"[0.4641277472363038, 0.5358722527636963]",0.000262734125679127,True,4968,90.0
experiment_2,Joint MD,42.0,302.0,reg_m1,reg_m2,0.12056707598946176,"[0.4447164620052692, 0.555283537994731]",0.000268812829560247,True,4968,90.0
experiment_2,Joint MD,52.0,152.0,reg_m1,reg_m2,0.1017589210036528,"[0.45412053949817366, 0.5458794605018265]",0.00026585627523738505,True,4968,90.0
experiment_2,Joint MD,62.0,62.0,reg_m1,reg_m2,0.10209524562577188,"[0.453952377187114, 0.5460476228128859]",0.0008263927932582843,True,4968,90.0
experiment_2,Joint MD,62.0,92.0,reg_m1,reg_m2,0.10478617609634872,"[0.4526069119518256, 0.5473930880481743]",0.0002932642229785641,True,4968,90.0
experiment_2,Joint MD,62.0,32.0,reg_m1,reg_m2,0.10636335527237373,"[0.45181832236381314, 0.5481816776361869]",0.0007073315647598241,True,4968,90.0
experiment_2,Joint MD,52.0,212.0,reg_m1,reg_m2,0.11105016529162565,"[0.44947491735418715, 0.5505250826458128]",0.00026835893355759175,True,4968,90.0
experiment_2,Joint MD,52.0,182.0,reg_m1,reg_m2,0.11928770757831342,"[0.4453561462108433, 0.5546438537891567]",0.00026716190446399835,True,4968,90.0
experiment_2,Joint MD,62.0,122.0,reg_m1,reg_m2,0.10859915454136981,"[0.4507004227293151, 0.5492995772706849]",0.00026844922400928847,True,4968,90.0
experiment_2,Joint MD,52.0,302.0,reg_m1,reg_m2,0.11300058780173738,"[0.44849970609913126, 0.5515002939008686]",0.0002690306939070674,True,4968,90.0
experiment_2,Joint MD,52.0,242.0,reg_m1,reg_m2,0.11638948764337403,"[0.44680525617831296, 0.553194743821687]",0.00026791544395027376,True,4968,90.0
experiment_2,Joint MD,52.0,272.0,reg_m1,reg_m2,0.1192145194045422,"[0.4453927402977289, 0.5546072597022711]",0.00026951260845496135,True,4968,90.0
experiment_2,Joint MD,62.0,2.0,reg_m1,reg_m2,0.10476181407065677,"[0.4526190929646716, 0.5473809070353284]",0.0005739847629904299,True,4968,90.0
experiment_2,Joint MD,62.0,152.0,reg_m1,reg_m2,0.10845848645948164,"[0.45077075677025924, 0.5492292432297409]",0.00026735678256796573,True,4968,90.0
experiment_2,Joint MD,72.0,62.0,reg_m1,reg_m2,0.0982315772582954,"[0.4558842113708523, 0.5441157886291477]",0.000825371230468166,True,4968,90.0
experiment_2,Joint MD,72.0,92.0,reg_m1,reg_m2,0.1090609888599614,"[0.4504695055700193, 0.5495304944299807]",0.0003945152759560957,True,4968,90.0
experiment_2,Joint MD,62.0,182.0,reg_m1,reg_m2,0.11187264858154194,"[0.44906367570922906, 0.550936324290771]",0.00026816765186520774,True,4968,90.0
experiment_2,Joint MD,72.0,32.0,reg_m1,reg_m2,0.10614498358926816,"[0.451927508205366, 0.5480724917946341]",0.0007352419990274377,True,4968,90.0
experiment_2,Joint MD,62.0,212.0,reg_m1,reg_m2,0.11840469113311547,"[0.4457976544334423, 0.5542023455665578]",0.00026907203678815507,True,4968,90.0
experiment_2,Joint MD,62.0,242.0,reg_m1,reg_m2,0.10714836839999231,"[0.45142581580000385, 0.5485741841999962]",0.0002678159928850964,True,4968,90.0
experiment_2,Joint MD,72.0,122.0,reg_m1,reg_m2,0.11573762391422254,"[0.4471311880428887, 0.5528688119571112]",0.0002690993642693502,True,4968,90.0
experiment_2,Joint MD,62.0,302.0,reg_m1,reg_m2,0.1117990957598411,"[0.4491004521200795, 0.5508995478799206]",0.00026840133321403995,True,4968,90.0
experiment_2,Joint MD,62.0,272.0,reg_m1,reg_m2,0.10632756264470217,"[0.45183621867764895, 0.5481637813223511]",0.0002677106199813719,True,4968,90.0
experiment_2,Joint MD,72.0,152.0,reg_m1,reg_m2,0.10174039261812756,"[0.4541298036909362, 0.5458701963090637]",0.00026978038795427234,True,4968,90.0
experiment_2,Joint MD,72.0,2.0,reg_m1,reg_m2,0.10411630711719694,"[0.4529418464414015, 0.5470581535585984]",0.0005974179290345257,True,4968,90.0
experiment_2,Joint MD,72.0,182.0,reg_m1,reg_m2,0.10870019235187695,"[0.4506499038240615, 0.5493500961759384]",0.00026752080713334176,True,4968,90.0
experiment_2,Joint MD,82.0,62.0,reg_m1,reg_m2,0.10240720858022678,"[0.4537963957098866, 0.5462036042901134]",0.0008259969466888599,True,4968,90.0
experiment_2,Joint MD,72.0,212.0,reg_m1,reg_m2,0.08679800710837737,"[0.4616009964458113, 0.5383990035541887]",0.0002646163688558333,True,4968,90.0
experiment_2,Joint MD,82.0,92.0,reg_m1,reg_m2,0.10309149826510561,"[0.45345425086744723, 0.5465457491325528]",0.0006395278849080566,True,4968,90.0
experiment_2,Joint MD,82.0,32.0,reg_m1,reg_m2,0.10552463856663219,"[0.4522376807166839, 0.5477623192833161]",0.0007450430387608807,True,4968,90.0
experiment_2,Joint MD,72.0,242.0,reg_m1,reg_m2,0.10911057689036074,"[0.4504447115548196, 0.5495552884451803]",0.00027033376281047086,True,4968,90.0
experiment_2,Joint MD,82.0,122.0,reg_m1,reg_m2,0.12145436067830412,"[0.44427281966084803, 0.5557271803391521]",0.00027435838500308333,True,4968,90.0
experiment_2,Joint MD,72.0,272.0,reg_m1,reg_m2,0.10844765333028866,"[0.4507761733348557, 0.5492238266651444]",0.0002678289993752652,True,4968,90.0
experiment_2,Joint MD,72.0,302.0,reg_m1,reg_m2,0.11442880170254915,"[0.44778559914872545, 0.5522144008512746]",0.0002677710314393184,True,4968,90.0
experiment_2,Joint MD,82.0,152.0,reg_m1,reg_m2,0.10485098017631622,"[0.4525745099118419, 0.5474254900881581]",0.00026598305209579276,True,4968,90.0
experiment_2,Joint MD,82.0,2.0,reg_m1,reg_m2,0.10307061494810371,"[0.4534646925259482, 0.5465353074740519]",0.0006202331748998681,True,4968,90.0
experiment_2,Joint MD,82.0,182.0,reg_m1,reg_m2,0.1089599053293161,"[0.450520047335342, 0.5494799526646581]",0.00026897592269361814,True,4968,90.0
experiment_2,Joint MD,92.0,92.0,reg_m1,reg_m2,0.0990269342298582,"[0.4554865328850709, 0.5445134671149291]",0.0009277952781102066,True,4968,90.0
experiment_2,Joint MD,82.0,212.0,reg_m1,reg_m2,0.12056715623415143,"[0.4447164218829243, 0.5552835781170757]",0.0002685553676979169,True,4968,90.0
experiment_2,Joint MD,92.0,62.0,reg_m1,reg_m2,0.10451660109733213,"[0.45274169945133397, 0.5472583005486661]",0.0008366896652383432,True,4968,90.0
experiment_2,Joint MD,92.0,122.0,reg_m1,reg_m2,0.10898860640219143,"[0.4505056967989043, 0.5494943032010957]",0.00035908456090059086,True,4968,90.0
experiment_2,Joint MD,82.0,272.0,reg_m1,reg_m2,0.11223681272121194,"[0.448881593639394, 0.5511184063606059]",0.0002703268399722222,True,4968,90.0
experiment_2,Joint MD,92.0,32.0,reg_m1,reg_m2,0.10701308233371709,"[0.4514934588331414, 0.5485065411668585]",0.0007458118999109356,True,4968,90.0
experiment_2,Joint MD,82.0,242.0,reg_m1,reg_m2,0.08825573723152597,"[0.46087213138423705, 0.539127868615763]",0.00026525084340518344,True,4968,90.0
experiment_2,Joint MD,92.0,152.0,reg_m1,reg_m2,0.11379470250129076,"[0.44810264874935457, 0.5518973512506453]",0.0002712788699239624,True,4968,90.0
experiment_2,Joint MD,82.0,302.0,reg_m1,reg_m2,0.11030775163427009,"[0.44984612418286496, 0.550153875817135]",0.000269620750869737,True,4968,90.0
experiment_2,Joint MD,92.0,182.0,reg_m1,reg_m2,0.11919023928555911,"[0.4454048803572204, 0.5545951196427795]",0.0002709840741782574,True,4968,90.0
experiment_2,Joint MD,92.0,2.0,reg_m1,reg_m2,0.10210076019021147,"[0.4539496199048943, 0.5460503800951058]",0.0006426668031442245,True,4968,90.0
experiment_2,Joint MD,102.0,92.0,reg_m1,reg_m2,0.10024451244618277,"[0.45487774377690865, 0.5451222562230914]",0.000913970514127984,True,4968,90.0
experiment_2,Joint MD,92.0,212.0,reg_m1,reg_m2,0.11645600618860691,"[0.4467719969056965, 0.5532280030943034]",0.00027136163794796764,True,4968,90.0
experiment_2,Joint MD,92.0,242.0,reg_m1,reg_m2,0.10749506551541166,"[0.4512524672422942, 0.5487475327577058]",0.0002704330492600377,True,4968,90.0
experiment_2,Joint MD,102.0,62.0,reg_m1,reg_m2,0.10568491528709567,"[0.4521575423564521, 0.5478424576435478]",0.0008516338710984445,True,4968,90.0
experiment_2,Joint MD,102.0,122.0,reg_m1,reg_m2,0.10850405235189453,"[0.45074797382405274, 0.5492520261759473]",0.00042312525781228964,True,4968,90.0
experiment_2,Joint MD,92.0,272.0,reg_m1,reg_m2,0.07733739679280238,"[0.4663313016035988, 0.5336686983964012]",0.00026455424382338825,True,4968,90.0
experiment_2,Joint MD,102.0,32.0,reg_m1,reg_m2,0.10703703686961985,"[0.4514814815651901, 0.5485185184348099]",0.0007608768601353823,True,4968,90.0
experiment_2,Joint MD,92.0,302.0,reg_m1,reg_m2,0.10963451236259575,"[0.4501827438187021, 0.5498172561812978]",0.0002690065548533098,True,4968,90.0
experiment_2,Joint MD,102.0,152.0,reg_m1,reg_m2,0.09902328131759952,"[0.45548835934120024, 0.5445116406587998]",0.00027084466676022284,True,4968,90.0
experiment_2,Joint MD,102.0,182.0,reg_m1,reg_m2,0.08946170950987459,"[0.46026914524506274, 0.5397308547549373]",0.0002673189021745229,True,4968,90.0
experiment_2,Joint MD,102.0,2.0,reg_m1,reg_m2,0.10135186765754911,"[0.45432406617122545, 0.5456759338287746]",0.0006673457369862833,True,4968,90.0
experiment_2,Joint MD,102.0,212.0,reg_m1,reg_m2,0.10252956281824965,"[0.4537352185908752, 0.5462647814091248]",0.0002690680907578506,True,4968,90.0
experiment_2,Joint MD,102.0,272.0,reg_m1,reg_m2,0.11269444542863294,"[0.44865277728568353, 0.5513472227143165]",0.00027289031412262746,True,4968,90.0
experiment_2,Joint MD,102.0,242.0,reg_m1,reg_m2,0.10473706172962804,"[0.45263146913518604, 0.5473685308648141]",0.0002681815824798288,True,4968,90.0
experiment_2,Joint MD,102.0,302.0,reg_m1,reg_m2,0.11994254539241889,"[0.4450287273037906, 0.5549712726962095]",0.0002705713310525349,True,4968,90.0
experiment_2,Simple WS,0.05,,learning_rate,,0.038003262094258305,"[0.5240016310471292, 0.47599836895287084]",0.018417104599624423,True,4968,90.0
