experiment,method,param1,param2,param1_name,param2_name,l1_error,proportions,cost,success,features_used,target_mass_pct
experiment_7,Joint MD,2.0,2.0,reg_m1,reg_m2,0.2043605842871582,"[0.7382072286074592, 0.26179277139254076]",0.0039274902954406984,True,2596,90.0
experiment_7,Joint MD,12.0,2.0,reg_m1,reg_m2,0.08931579430046813,"[0.7957296236008042, 0.20427037639919568]",0.0031795159508294715,True,2596,90.0
experiment_7,Joint MD,2.0,62.0,reg_m1,reg_m2,0.2655017789654802,"[0.9731384102337785, 0.026861589766221515]",0.0005083172924388982,True,2596,90.0
experiment_7,Joint MD,2.0,92.0,reg_m1,reg_m2,0.27330577793098765,"[0.9770404097165322, 0.02295959028346783]",0.0001826315701846865,True,2596,90.0
experiment_7,Joint MD,2.0,122.0,reg_m1,reg_m2,0.2829512150419531,"[0.9818631282720148, 0.018136871727985088]",0.00012675481796328592,True,2596,90.0
experiment_7,Joint MD,2.0,32.0,reg_m1,reg_m2,0.2861748279914564,"[0.9834749347467665, 0.016525065253233454]",0.0007660931137601695,True,2596,90.0
experiment_7,Joint MD,2.0,152.0,reg_m1,reg_m2,0.29261979411056954,"[0.9866974178063231, 0.013302582193676912]",0.0001052551606747745,True,2596,90.0
experiment_7,Joint MD,2.0,182.0,reg_m1,reg_m2,0.29831931495085906,"[0.9895471782264679, 0.010452821773532142]",9.131742603953656e-05,True,2596,90.0
experiment_7,Joint MD,2.0,212.0,reg_m1,reg_m2,0.3037482830642544,"[0.9922616622831655, 0.007738337716834428]",7.920568304731559e-05,True,2596,90.0
experiment_7,Joint MD,2.0,242.0,reg_m1,reg_m2,0.3061618005635346,"[0.9934684210328056, 0.006531578967194341]",7.442761176007178e-05,True,2596,90.0
experiment_7,Joint MD,2.0,272.0,reg_m1,reg_m2,0.30762216197612957,"[0.9941986017391031, 0.005801398260896892]",7.203785511258111e-05,True,2596,90.0
experiment_7,Joint MD,2.0,302.0,reg_m1,reg_m2,0.30937996814869684,"[0.9950775048253867, 0.0049224951746132135]",6.703333887111263e-05,True,2596,90.0
experiment_7,Joint MD,12.0,32.0,reg_m1,reg_m2,0.21167748542985532,"[0.9462262634659659, 0.05377373653403395]",0.0010391069304465604,True,2596,90.0
experiment_7,Joint MD,12.0,62.0,reg_m1,reg_m2,0.2880118511568293,"[0.984393446329453, 0.015606553670547021]",0.0008028711049452781,True,2596,90.0
experiment_7,Joint MD,22.0,32.0,reg_m1,reg_m2,0.05724327294314416,"[0.8117658842794663, 0.18823411572053375]",0.0026133323635698117,True,2596,90.0
experiment_7,Joint MD,12.0,92.0,reg_m1,reg_m2,0.2792963581432,"[0.9800356998226383, 0.019964300177361637]",0.0005168257217460786,True,2596,90.0
experiment_7,Joint MD,12.0,122.0,reg_m1,reg_m2,0.28036883502048493,"[0.9805719382612809, 0.01942806173871927]",0.00021327929210622227,True,2596,90.0
experiment_7,Joint MD,12.0,152.0,reg_m1,reg_m2,0.28751738993829323,"[0.984146215720185, 0.015853784279815087]",0.00014394900257757735,True,2596,90.0
experiment_7,Joint MD,12.0,212.0,reg_m1,reg_m2,0.2981251333718342,"[0.9894500874369555, 0.010549912563044618]",9.888905078400905e-05,True,2596,90.0
experiment_7,Joint MD,22.0,62.0,reg_m1,reg_m2,0.3061946444443854,"[0.993484842973231, 0.006515157026768942]",0.0009361646811763317,True,2596,90.0
experiment_7,Joint MD,12.0,182.0,reg_m1,reg_m2,0.2936760622412272,"[0.987225551871652, 0.012774448128348033]",0.00011428746034387145,True,2596,90.0
experiment_7,Joint MD,22.0,2.0,reg_m1,reg_m2,0.06111710090873468,"[0.809828970296671, 0.190171029703329]",0.0031834175517647147,True,2596,90.0
experiment_7,Joint MD,12.0,242.0,reg_m1,reg_m2,0.30352692128492637,"[0.9921509813935016, 0.007849018606498493]",8.526538209148149e-05,True,2596,90.0
experiment_7,Joint MD,12.0,272.0,reg_m1,reg_m2,0.30608056246986415,"[0.9934278019859705, 0.0065721980140296165]",8.167785637774047e-05,True,2596,90.0
