experiment,method,param1,param2,param1_name,param2_name,l1_error,proportions,cost,success
experiment_10,Joint MD,1.0,1.0,reg_m1,reg_m2,0.3226061292988669,"[0.3325610501365786, 0.3335969353505665, 0.33384201451285483]",0.0707938360899462,True
experiment_10,Joint MD,300.0,1.0,reg_m1,reg_m2,0.3226657323517487,"[0.3326818163845523, 0.3335671338241256, 0.3337510497913221]",0.03465287658669674,True
experiment_10,Joint MD,300.0,300.0,reg_m1,reg_m2,0.2969714458393121,"[0.3271170670386726, 0.34641427708034395, 0.3264686558809835]",0.1260674175060862,True
experiment_10,Joint MD,1.0,300.0,reg_m1,reg_m2,0.3314426745914156,"[0.3583433513997715, 0.3291786627042922, 0.3124779858959363]",0.05295006046367794,True
experiment_10,Simple WS,0.05,,learning_rate,,0.358121424202394,"[0.3313251252823715, 0.315839287898803, 0.35283558681882554]",0.11467293702145988,True
