experiment,method,param1,param2,param1_name,param2_name,l1_error,proportions,cost,success
experiment_1,Joint MD,5.0,5.0,reg_m1,reg_m2,0.7579207095011702,"[0.46984492881530926, 0.5301550711846907]",0.45059417717198,True
experiment_1,Joint MD,5.0,17.5,reg_m1,reg_m2,0.5179785742701348,"[0.3498738611997916, 0.6501261388002084]",0.44665492501317683,True
experiment_1,Joint MD,5.0,30.0,reg_m1,reg_m2,0.5038801941327693,"[0.3428246711311088, 0.6571753288688912]",0.4497795799748127,True
experiment_1,Joint MD,5.0,55.0,reg_m1,reg_m2,0.5006626079429533,"[0.3412158780362008, 0.6587841219637992]",0.44951987203113797,True
experiment_1,Joint MD,5.0,42.5,reg_m1,reg_m2,0.5020675855309977,"[0.3419183668302231, 0.658081633169777]",0.4498658616523254,True
experiment_1,Joint MD,5.0,80.0,reg_m1,reg_m2,0.4956985051375184,"[0.33873382663348334, 0.6612661733665166]",0.44916229897450016,True
experiment_1,Joint MD,5.0,67.5,reg_m1,reg_m2,0.49617168666518197,"[0.33897041739731515, 0.6610295826026849]",0.449231928284968,True
experiment_1,Joint MD,5.0,130.0,reg_m1,reg_m2,0.498351149282827,"[0.34006014870613765, 0.6599398512938623]",0.4495043952945577,True
experiment_1,Joint MD,5.0,117.5,reg_m1,reg_m2,0.4970074017273744,"[0.33938827492841134, 0.6606117250715886]",0.4493375286184352,True
experiment_1,Joint MD,5.0,92.5,reg_m1,reg_m2,0.4951699626113235,"[0.3384695553703859, 0.6615304446296141]",0.44917659041118635,True
experiment_1,Joint MD,5.0,142.5,reg_m1,reg_m2,0.49590797665881253,"[0.3388385623941304, 0.6611614376058695]",0.4492422017928271,True
experiment_1,Joint MD,5.0,105.0,reg_m1,reg_m2,0.49245221033183023,"[0.33711067923063925, 0.6628893207693607]",0.44895500992392984,True
experiment_1,Joint MD,5.0,155.0,reg_m1,reg_m2,0.5009074650058604,"[0.3413383065676543, 0.6586616934323456]",0.4497482569894951,True
experiment_1,Joint MD,5.0,167.5,reg_m1,reg_m2,0.5077861431129818,"[0.3447776456212151, 0.655222354378785]",0.45023730059145833,True
experiment_1,Joint MD,17.5,5.0,reg_m1,reg_m2,0.4680528951181061,"[0.3249110216237773, 0.6750889783762228]",0.5848056279728456,True
experiment_1,Joint MD,5.0,180.0,reg_m1,reg_m2,0.5031306680637078,"[0.342449908096578, 0.657550091903422]",0.44999145083868647,True
experiment_1,Joint MD,5.0,205.0,reg_m1,reg_m2,0.5154089261483012,"[0.34858903713887485, 0.6514109628611252]",0.4509772499333808,True
experiment_1,Joint MD,5.0,217.5,reg_m1,reg_m2,0.5143826531480042,"[0.34807590063872634, 0.6519240993612737]",0.450876124477192,True
experiment_1,Joint MD,5.0,192.5,reg_m1,reg_m2,0.502401717849138,"[0.3420854329892932, 0.6579145670107068]",0.44988835501042523,True
experiment_1,Joint MD,17.5,17.5,reg_m1,reg_m2,0.2648573621171044,"[0.22331325512327638, 0.7766867448767236]",0.4424019886925212,True
experiment_1,Joint MD,5.0,242.5,reg_m1,reg_m2,0.5085042747159826,"[0.3451367114227154, 0.6548632885772845]",0.4504301999313759,True
experiment_1,Joint MD,5.0,230.0,reg_m1,reg_m2,0.5150437421129097,"[0.34840644512117896, 0.6515935548788209]",0.45097744445221355,True
experiment_1,Joint MD,17.5,30.0,reg_m1,reg_m2,0.2798071366721048,"[0.23078814240077652, 0.7692118575992234]",0.42184697816202676,True
experiment_1,Joint MD,5.0,267.5,reg_m1,reg_m2,0.5213220203213488,"[0.3515455842253986, 0.6484544157746015]",0.45156840979209434,True
experiment_1,Joint MD,5.0,280.0,reg_m1,reg_m2,0.5205640879528219,"[0.35116661804113514, 0.6488333819588649]",0.45154363188492563,True
experiment_1,Joint MD,5.0,255.0,reg_m1,reg_m2,0.5193561564697219,"[0.35056265229958516, 0.649437347700415]",0.4514111631354403,True
experiment_1,Joint MD,5.0,292.5,reg_m1,reg_m2,0.5409063408405794,"[0.3613377444850139, 0.6386622555149861]",0.4533881515725167,True
experiment_1,Joint MD,17.5,42.5,reg_m1,reg_m2,0.273690133056272,"[0.22772964059286016, 0.7722703594071398]",0.4274905691679127,True
experiment_1,Joint MD,17.5,55.0,reg_m1,reg_m2,0.27247602602095966,"[0.22712258707520397, 0.772877412924796]",0.42868559120002675,True
experiment_1,Joint MD,5.0,305.0,reg_m1,reg_m2,0.5405237344906177,"[0.3611464413100331, 0.638853558689967]",0.45337686013669304,True
experiment_1,Joint MD,17.5,67.5,reg_m1,reg_m2,0.27283536099829164,"[0.22730225456387002, 0.77269774543613]",0.42864602198874596,True
experiment_1,Joint MD,17.5,92.5,reg_m1,reg_m2,0.27395353627652314,"[0.22786134220298576, 0.7721386577970143]",0.4288793613437604,True
experiment_1,Joint MD,17.5,80.0,reg_m1,reg_m2,0.2728106171320448,"[0.2272898826307466, 0.7727101173692534]",0.4286969366084266,True
experiment_1,Joint MD,17.5,105.0,reg_m1,reg_m2,0.2757001085992443,"[0.2287346283643463, 0.7712653716356537]",0.42881016916752746,True
experiment_1,Joint MD,17.5,117.5,reg_m1,reg_m2,0.2766564227165258,"[0.22921278542298706, 0.7707872145770129]",0.42926300845440896,True
experiment_1,Joint MD,17.5,142.5,reg_m1,reg_m2,0.2820725831203589,"[0.2319208656249037, 0.7680791343750965]",0.4296736623839968,True
experiment_1,Joint MD,17.5,130.0,reg_m1,reg_m2,0.27778267214622265,"[0.2297759101378355, 0.7702240898621645]",0.4294139659361873,True
experiment_1,Joint MD,17.5,155.0,reg_m1,reg_m2,0.280033725448647,"[0.2309014367890477, 0.7690985632109524]",0.429630797694921,True
experiment_1,Joint MD,17.5,167.5,reg_m1,reg_m2,0.28478595969745324,"[0.23327755391345076, 0.7667224460865492]",0.43001270154881244,True
experiment_1,Joint MD,17.5,180.0,reg_m1,reg_m2,0.28745076641883993,"[0.2346099572741441, 0.7653900427258559]",0.4302648766772251,True
experiment_1,Joint MD,17.5,192.5,reg_m1,reg_m2,0.28716373758812963,"[0.23446644285878893, 0.765533557141211]",0.4303010548121807,True
experiment_1,Joint MD,17.5,217.5,reg_m1,reg_m2,0.2953912498573996,"[0.23858019899342395, 0.761419801006576]",0.43101823168481,True
experiment_1,Joint MD,17.5,205.0,reg_m1,reg_m2,0.2921916653934417,"[0.236980406761445, 0.763019593238555]",0.4307864771189595,True
experiment_1,Joint MD,30.0,30.0,reg_m1,reg_m2,0.1866238804171407,"[0.1841965142732945, 0.8158034857267055]",0.4546657567338493,True
experiment_1,Joint MD,17.5,242.5,reg_m1,reg_m2,0.3012592381141298,"[0.2415141931217891, 0.758485806878211]",0.4313871249525835,True
experiment_1,Joint MD,17.5,230.0,reg_m1,reg_m2,0.2958632773208163,"[0.2388162127251323, 0.7611837872748677]",0.43093097386908424,True
experiment_1,Joint MD,30.0,17.5,reg_m1,reg_m2,0.19644896289022928,"[0.1891090555098388, 0.8108909444901612]",0.5832127620063163,True
experiment_1,Joint MD,30.0,42.5,reg_m1,reg_m2,0.2267576370267317,"[0.20426339257809004, 0.79573660742191]",0.41448564562126006,True
experiment_1,Joint MD,17.5,255.0,reg_m1,reg_m2,0.3034724031168705,"[0.24262077562315945, 0.7573792243768406]",0.43175110769606945,True
experiment_1,Joint MD,17.5,267.5,reg_m1,reg_m2,0.30292857547074814,"[0.2423488618000982, 0.7576511381999017]",0.43155300067989616,True
experiment_1,Joint MD,30.0,5.0,reg_m1,reg_m2,0.4617898018145068,"[0.32177947497197756, 0.6782205250280224]",0.5855766017782126,True
experiment_1,Joint MD,17.5,280.0,reg_m1,reg_m2,0.30554541869219565,"[0.24365728341082196, 0.756342716589178]",0.43177869340501246,True
experiment_1,Joint MD,30.0,55.0,reg_m1,reg_m2,0.22769456354685533,"[0.20473185583815187, 0.7952681441618482]",0.4219372279859656,True
experiment_1,Joint MD,17.5,292.5,reg_m1,reg_m2,0.3113000904980612,"[0.24653461931375473, 0.7534653806862452]",0.43232680518040767,True
experiment_1,Joint MD,17.5,305.0,reg_m1,reg_m2,0.3111726762355047,"[0.2464709121824765, 0.7535290878175235]",0.43239679654068075,True
