experiment,method,param1,param2,param1_name,param2_name,l1_error,proportions,cost,success,features_used,target_mass_pct
experiment_10,Joint MD,2.0,2.0,reg_m1,reg_m2,0.03230369101579739,"[0.23819814417321689, 0.4943500103188844, 0.2674518455078987]",6.92150462031365e-05,True,4695,90.0
experiment_10,Joint MD,12.0,2.0,reg_m1,reg_m2,0.1603885183463335,"[0.2458920484656849, 0.4226136923611483, 0.3314942591731667]",6.907100288078288e-05,True,4695,90.0
experiment_10,Joint MD,2.0,32.0,reg_m1,reg_m2,0.05846152637742785,"[0.23806530930430697, 0.4814039275069791, 0.2805307631887139]",6.618278645660572e-05,True,4695,90.0
experiment_10,Joint MD,2.0,62.0,reg_m1,reg_m2,0.09515177459313212,"[0.24667248932980773, 0.45445162337362627, 0.2988758872965661]",5.8095795873065854e-05,True,4695,90.0
experiment_10,Joint MD,12.0,32.0,reg_m1,reg_m2,0.15287407065761618,"[0.24476542980817087, 0.4274975348630211, 0.32773703532880816]",6.37283714828997e-05,True,4695,90.0
experiment_10,Joint MD,2.0,92.0,reg_m1,reg_m2,0.15047077594057234,"[0.27163739170514706, 0.41966461202971383, 0.30869799626513916]",5.1520404635068746e-05,True,4695,90.0
experiment_10,Joint MD,12.0,62.0,reg_m1,reg_m2,0.15440685750807412,"[0.24753587336277164, 0.42396069788319135, 0.3285034287540371]",5.4804419611241017e-05,True,4695,90.0
experiment_10,Joint MD,2.0,122.0,reg_m1,reg_m2,0.20918799785368625,"[0.3029690269422677, 0.3903060010731568, 0.30672497198457543]",4.643513745331434e-05,True,4695,90.0
experiment_10,Joint MD,2.0,152.0,reg_m1,reg_m2,0.22311746276348426,"[0.3053815677489621, 0.3833412686182578, 0.31127716363278]",4.3024572110693936e-05,True,4695,90.0
experiment_10,Joint MD,2.0,182.0,reg_m1,reg_m2,0.24811236370802664,"[0.31000460782937217, 0.37084381814598666, 0.31915157402464117]",4.0419399492953346e-05,True,4695,90.0
experiment_10,Joint MD,2.0,272.0,reg_m1,reg_m2,0.28110993405695833,"[0.3118688641006125, 0.3543450329715208, 0.3337861029278667]",3.5348200551336295e-05,True,4695,90.0
experiment_10,Joint MD,2.0,242.0,reg_m1,reg_m2,0.2061879951375405,"[0.3000254428891, 0.3918060024312297, 0.30816855467967025]",3.677213242099328e-05,True,4695,90.0
experiment_10,Joint MD,12.0,92.0,reg_m1,reg_m2,0.15309674850158617,"[0.24561225207151377, 0.4265393736776932, 0.3278483742507931]",4.96807711744251e-05,True,4695,90.0
experiment_10,Joint MD,2.0,212.0,reg_m1,reg_m2,0.22987297370888715,"[0.3029817814136159, 0.37996351314555643, 0.3170547054408277]",3.8453063421934546e-05,True,4695,90.0
experiment_10,Joint MD,2.0,302.0,reg_m1,reg_m2,0.23139800867338878,"[0.30132283202391535, 0.37920099566330556, 0.319476172312779]",3.429523413114856e-05,True,4695,90.0
experiment_10,Joint MD,12.0,122.0,reg_m1,reg_m2,0.1487265859544518,"[0.24600657368473935, 0.4283301333380347, 0.32566329297722585]",4.5940626279574124e-05,True,4695,90.0
